Flight_Date,Year,Month,Month_Name,Year_Month,Airport_ICAO,Airport_Name,Country,IFR_Departures,Total_Delay_Minutes
2020-11-29,2020,11,November,2020-11,EICK,Cork,Ireland,4.0,231.0
2020-11-29,2020,11,November,2020-11,EIDW,Dublin,Ireland,52.0,272.0
2020-11-29,2020,11,November,2020-11,EKCH,Copenhagen - Kastrup,Denmark,76.0,263.8
2020-11-29,2020,11,November,2020-11,ELLX,Luxembourg,Luxembourg,52.0,2432.0
2020-11-29,2020,11,November,2020-11,ENGM,Oslo - Gardermoen,Norway,124.0,138.0
2020-11-29,2020,11,November,2020-11,EPWA,Warszawa - Chopina,Poland,63.0,338.99
2020-11-29,2020,11,November,2020-11,ESGG,Göteborg,Sweden,23.0,267.0
2020-11-29,2020,11,November,2020-11,ESSA,Stockholm - Arlanda,Sweden,82.0,910.34
2020-11-29,2020,11,November,2020-11,EVRA,Riga,Latvia,27.0,51.0
2020-11-29,2020,11,November,2020-11,EYVI,Vilnius,Lithuania,10.0,122.0
2020-11-29,2020,11,November,2020-11,GCFV,Fuerteventura,Spain,30.0,116.0
2020-11-29,2020,11,November,2020-11,GCLP,Gran Canaria,Spain,78.0,733.0
2020-11-29,2020,11,November,2020-11,GCRR,Lanzarote,Spain,46.0,158.0
2020-11-29,2020,11,November,2020-11,GCTS,Tenerife Sur - Reina Sofia,Spain,22.0,311.0
2020-11-29,2020,11,November,2020-11,GCXO,Tenerife North,Spain,64.0,319.0
2020-11-29,2020,11,November,2020-11,LBSF,Sofia,Bulgaria,33.0,165.0
2020-11-29,2020,11,November,2020-11,LDZA,Zagreb,Croatia,24.0,233.0
2020-11-29,2020,11,November,2020-11,LEAL,Alicante,Spain,24.0,227.0
2020-11-29,2020,11,November,2020-11,LEBB,Bilbao,Spain,13.0,89.0
2020-11-29,2020,11,November,2020-11,LEBL,Barcelona,Spain,82.0,519.0
2020-11-29,2020,11,November,2020-11,LEIB,Ibiza,Spain,25.0,266.0
2020-11-29,2020,11,November,2020-11,LEMD,Madrid - Barajas,Spain,168.0,1514.0
2020-11-29,2020,11,November,2020-11,LEMG,Málaga,Spain,45.0,559.75
2020-11-29,2020,11,November,2020-11,LEPA,Palma de Mallorca,Spain,57.0,153.0
2020-11-29,2020,11,November,2020-11,LEVC,Valencia,Spain,18.0,561.0
2020-11-29,2020,11,November,2020-11,LEZL,Sevilla,Spain,26.0,316.0
2020-11-29,2020,11,November,2020-11,LFBO,Toulouse-Blagnac,France,16.0,52.0
2020-11-29,2020,11,November,2020-11,LFLL,Lyon-Saint-Exupéry,France,16.0,91.0
2020-11-29,2020,11,November,2020-11,LFML,Marseille-Provence,France,24.0,87.0
2020-11-29,2020,11,November,2020-11,LFMN,Nice-Côte d’Azur,France,40.0,190.0
2020-11-29,2020,11,November,2020-11,LFPG,Paris - Charles-de-Gaulle,France,180.0,2520.0
2020-11-29,2020,11,November,2020-11,LFPO,Paris - Orly,France,59.0,999.0
2020-11-29,2020,11,November,2020-11,LFSB,Bâle-Mulhouse,France,19.0,41.0
2020-11-29,2020,11,November,2020-11,LGAV,Athens,Greece,76.0,373.46
2020-11-29,2020,11,November,2020-11,LHBP,Budapest - Ferihegy,Hungary,16.0,787.4
2020-11-29,2020,11,November,2020-11,LICC,Catania,Italy,28.0,1740.0
2020-11-29,2020,11,November,2020-11,LIMC,Milan - Malpensa,Italy,69.0,1415.67
2020-11-29,2020,11,November,2020-11,LIME,Bergamo,Italy,26.0,108.0
2020-11-29,2020,11,November,2020-11,LIMF,Torino Caselle,Italy,6.0,0.0
2020-11-29,2020,11,November,2020-11,LIML,Milan - Linate,Italy,28.0,90.0
2020-11-29,2020,11,November,2020-11,LIPZ,Venice,Italy,21.0,68.0
2020-11-29,2020,11,November,2020-11,LIRF,Rome - Fiumicino,Italy,82.0,806.0
2020-11-29,2020,11,November,2020-11,LIRN,Naples,Italy,8.0,67.0
2020-11-29,2020,11,November,2020-11,LJLJ,Ljubljana,Slovenia,3.0,16.1
2020-11-29,2020,11,November,2020-11,LKPR,Prague,Czech Republic,26.0,103.0
2020-11-29,2020,11,November,2020-11,LMML,Malta,Malta,21.0,101.0
2020-11-29,2020,11,November,2020-11,LOWW,Vienna,Austria,76.0,691.0
2020-11-29,2020,11,November,2020-11,LPFR,Faro,Portugal,22.0,195.87
2020-11-29,2020,11,November,2020-11,LPPR,Porto,Portugal,35.0,118.28
2020-11-29,2020,11,November,2020-11,LPPT,Lisbon,Portugal,94.0,1016.87
2020-11-29,2020,11,November,2020-11,LROP,Bucharest - Otopeni,Romania,46.0,314.0
2020-11-29,2020,11,November,2020-11,LSGG,Geneva,Switzerland,54.0,315.75
2020-11-29,2020,11,November,2020-11,LSZH,Zürich,Switzerland,88.0,409.41
2020-11-29,2020,11,November,2020-11,LZIB,Bratislava,Slovakia,3.0,0.0
2020-11-30,2020,11,November,2020-11,EBBR,Brussels,Belgium,74.0,691.0
2020-11-30,2020,11,November,2020-11,EBCI,Brussels - Charleroi,Belgium,13.0,11.0
2020-11-30,2020,11,November,2020-11,EDDB,Berlin - Brandenburg,Germany,58.0,895.27
2020-11-30,2020,11,November,2020-11,EDDC,Dresden,Germany,4.0,87.0
2020-11-30,2020,11,November,2020-11,EDDE,Erfurt,Germany,1.0,7.0
2020-11-30,2020,11,November,2020-11,EDDF,Frankfurt,Germany,199.0,4767.17
2020-11-30,2020,11,November,2020-11,EDDH,Hamburg,Germany,42.0,322.11
2020-11-30,2020,11,November,2020-11,EDDK,Cologne-Bonn,Germany,102.0,1960.99
2020-11-30,2020,11,November,2020-11,EDDL,Dusseldorf,Germany,53.0,797.5
2020-11-30,2020,11,November,2020-11,EDDM,Munich,Germany,97.0,712.0
2020-11-30,2020,11,November,2020-11,EDDN,Nuremberg,Germany,16.0,475.37
2020-11-30,2020,11,November,2020-11,EDDP,Leipzig-Halle,Germany,83.0,1153.18
2020-11-30,2020,11,November,2020-11,EDDS,Stuttgart,Germany,56.0,371.0
2020-11-30,2020,11,November,2020-11,EDDW,Bremen,Germany,20.0,174.39
2020-11-30,2020,11,November,2020-11,EETN,Tallinn,Estonia,18.0,183.0
2020-11-30,2020,11,November,2020-11,EFHK,Helsinki - Vantaa,Finland,75.0,326.29
2020-11-30,2020,11,November,2020-11,EGBB,Birmingham,United Kingdom,25.0,295.0
2020-11-30,2020,11,November,2020-11,EGCC,Manchester,United Kingdom,37.0,193.0
2020-11-30,2020,11,November,2020-11,EGGD,Bristol,United Kingdom,13.0,91.0
2020-11-30,2020,11,November,2020-11,EGGW,London - Luton,United Kingdom,19.0,229.0
2020-11-30,2020,11,November,2020-11,EGKK,London - Gatwick,United Kingdom,18.0,94.0
2020-11-30,2020,11,November,2020-11,EGLC,London - City,United Kingdom,7.0,205.0
2020-11-30,2020,11,November,2020-11,EGLL,London - Heathrow,United Kingdom,159.0,1045.0
2020-11-30,2020,11,November,2020-11,EGPD,Aberdeen,United Kingdom,31.0,1086.0
2020-11-30,2020,11,November,2020-11,EGPF,Glasgow,United Kingdom,30.0,366.0
2020-11-30,2020,11,November,2020-11,EGPH,Edinburgh,United Kingdom,26.0,391.0
2020-11-30,2020,11,November,2020-11,EGSS,London - Stansted,United Kingdom,49.0,812.0
2020-11-30,2020,11,November,2020-11,EHAM,Amsterdam - Schiphol,Netherlands,251.0,6118.09
2020-11-30,2020,11,November,2020-11,EICK,Cork,Ireland,52.0,933.0
2020-11-30,2020,11,November,2020-11,EIDW,Dublin,Ireland,59.0,333.0
2020-11-30,2020,11,November,2020-11,EKCH,Copenhagen - Kastrup,Denmark,87.0,282.49
2020-11-30,2020,11,November,2020-11,ELLX,Luxembourg,Luxembourg,46.0,6425.0
2020-11-30,2020,11,November,2020-11,ENGM,Oslo - Gardermoen,Norway,128.0,400.0
2020-11-30,2020,11,November,2020-11,EPWA,Warszawa - Chopina,Poland,73.0,515.09
2020-11-30,2020,11,November,2020-11,ESGG,Göteborg,Sweden,22.0,284.0
2020-11-30,2020,11,November,2020-11,ESSA,Stockholm - Arlanda,Sweden,83.0,652.28
2020-11-30,2020,11,November,2020-11,EVRA,Riga,Latvia,33.0,41.0
2020-11-30,2020,11,November,2020-11,EYVI,Vilnius,Lithuania,21.0,300.0
2020-11-30,2020,11,November,2020-11,GCFV,Fuerteventura,Spain,26.0,157.0
2020-11-30,2020,11,November,2020-11,GCLP,Gran Canaria,Spain,78.0,818.0
2020-11-30,2020,11,November,2020-11,GCRR,Lanzarote,Spain,32.0,363.0
2020-11-30,2020,11,November,2020-11,GCTS,Tenerife Sur - Reina Sofia,Spain,14.0,20.0
2020-11-30,2020,11,November,2020-11,GCXO,Tenerife North,Spain,59.0,224.0
2020-11-30,2020,11,November,2020-11,LBSF,Sofia,Bulgaria,22.0,411.0
2020-11-30,2020,11,November,2020-11,LDZA,Zagreb,Croatia,28.0,69.0
2020-11-30,2020,11,November,2020-11,LEAL,Alicante,Spain,23.0,124.0
2020-11-30,2020,11,November,2020-11,LEBB,Bilbao,Spain,21.0,83.0
2020-11-30,2020,11,November,2020-11,LEBL,Barcelona,Spain,97.0,501.0
2020-11-30,2020,11,November,2020-11,LEIB,Ibiza,Spain,19.0,242.0
2020-11-30,2020,11,November,2020-11,LEMD,Madrid - Barajas,Spain,177.0,1428.0
2020-11-30,2020,11,November,2020-11,LEMG,Málaga,Spain,44.0,328.0
2020-11-30,2020,11,November,2020-11,LEPA,Palma de Mallorca,Spain,60.0,327.0
2020-11-30,2020,11,November,2020-11,LEVC,Valencia,Spain,30.0,252.0
2020-11-30,2020,11,November,2020-11,LEZL,Sevilla,Spain,26.0,218.0
2020-11-30,2020,11,November,2020-11,LFBO,Toulouse-Blagnac,France,35.0,186.0
2020-11-30,2020,11,November,2020-11,LFLL,Lyon-Saint-Exupéry,France,35.0,618.0
2020-11-30,2020,11,November,2020-11,LFML,Marseille-Provence,France,42.0,275.0
2020-11-30,2020,11,November,2020-11,LFMN,Nice-Côte d’Azur,France,57.0,287.0
2020-11-30,2020,11,November,2020-11,LFPG,Paris - Charles-de-Gaulle,France,173.0,2354.0
2020-11-30,2020,11,November,2020-11,LFPO,Paris - Orly,France,65.0,443.0
2020-11-30,2020,11,November,2020-11,LFSB,Bâle-Mulhouse,France,21.0,197.0
2020-11-30,2020,11,November,2020-11,LGAV,Athens,Greece,89.0,1071.5
2020-11-30,2020,11,November,2020-11,LHBP,Budapest - Ferihegy,Hungary,34.0,232.3
2020-11-30,2020,11,November,2020-11,LIMC,Milan - Malpensa,Italy,85.0,2202.06
2020-11-30,2020,11,November,2020-11,LIME,Bergamo,Italy,25.0,90.0
2020-11-30,2020,11,November,2020-11,LIMF,Torino Caselle,Italy,13.0,111.0
2020-11-30,2020,11,November,2020-11,LIML,Milan - Linate,Italy,33.0,44.0
2020-11-30,2020,11,November,2020-11,LIPZ,Venice,Italy,31.0,163.0
2020-11-30,2020,11,November,2020-11,LIRF,Rome - Fiumicino,Italy,82.0,375.0
2020-11-30,2020,11,November,2020-11,LIRN,Naples,Italy,11.0,28.0
2020-11-30,2020,11,November,2020-11,LJLJ,Ljubljana,Slovenia,18.0,226.62
2020-11-30,2020,11,November,2020-11,LKPR,Prague,Czech Republic,28.0,264.0
2020-11-30,2020,11,November,2020-11,LMML,Malta,Malta,60.0,384.0
2020-11-30,2020,11,November,2020-11,LOWW,Vienna,Austria,86.0,848.0
2020-11-30,2020,11,November,2020-11,LPFR,Faro,Portugal,11.0,57.0
2020-11-30,2020,11,November,2020-11,LPPR,Porto,Portugal,35.0,258.36
2020-11-30,2020,11,November,2020-11,LPPT,Lisbon,Portugal,88.0,495.56
2020-11-30,2020,11,November,2020-11,LROP,Bucharest - Otopeni,Romania,32.0,514.0
2020-11-30,2020,11,November,2020-11,LSGG,Geneva,Switzerland,48.0,263.44
2020-11-30,2020,11,November,2020-11,LSZH,Zürich,Switzerland,98.0,1137.26
2020-11-30,2020,11,November,2020-11,LZIB,Bratislava,Slovakia,8.0,107.0
2020-12-01,2020,12,December,2020-12,EBBR,Brussels,Belgium,83.0,1069.0
2020-12-01,2020,12,December,2020-12,EBCI,Brussels - Charleroi,Belgium,8.0,29.0
2020-12-01,2020,12,December,2020-12,EDDB,Berlin - Brandenburg,Germany,52.0,296.34
2020-12-01,2020,12,December,2020-12,EDDE,Erfurt,Germany,6.0,91.0
2020-12-01,2020,12,December,2020-12,EDDF,Frankfurt,Germany,157.0,3501.06
2020-12-01,2020,12,December,2020-12,EDDG,Muenster-Osnabrueck,Germany,8.0,61.0
2020-12-01,2020,12,December,2020-12,EDDH,Hamburg,Germany,35.0,255.73
2020-12-01,2020,12,December,2020-12,EDDK,Cologne-Bonn,Germany,116.0,1431.7
2020-12-01,2020,12,December,2020-12,EDDL,Dusseldorf,Germany,31.0,179.0
2020-12-01,2020,12,December,2020-12,EDDM,Munich,Germany,68.0,667.0
2020-12-01,2020,12,December,2020-12,EDDN,Nuremberg,Germany,12.0,789.0
2020-12-01,2020,12,December,2020-12,EDDP,Leipzig-Halle,Germany,119.0,2908.05
2020-12-01,2020,12,December,2020-12,EDDR,Saarbruecken,Germany,2.0,123.0
2020-12-01,2020,12,December,2020-12,EDDS,Stuttgart,Germany,34.0,212.0
2020-12-01,2020,12,December,2020-12,EDDW,Bremen,Germany,11.0,45.68
2020-12-01,2020,12,December,2020-12,EETN,Tallinn,Estonia,15.0,93.0
2020-12-01,2020,12,December,2020-12,EFHK,Helsinki - Vantaa,Finland,70.0,246.73
2020-12-01,2020,12,December,2020-12,EGBB,Birmingham,United Kingdom,24.0,208.0
2020-12-01,2020,12,December,2020-12,EGCC,Manchester,United Kingdom,28.0,183.0
2020-12-01,2020,12,December,2020-12,EGGD,Bristol,United Kingdom,20.0,100.0
2020-12-01,2020,12,December,2020-12,EGGW,London - Luton,United Kingdom,27.0,145.0
2020-12-01,2020,12,December,2020-12,EGKK,London - Gatwick,United Kingdom,9.0,79.0
2020-12-01,2020,12,December,2020-12,EGLC,London - City,United Kingdom,3.0,88.0
2020-12-01,2020,12,December,2020-12,EGLL,London - Heathrow,United Kingdom,144.0,1387.0
2020-12-01,2020,12,December,2020-12,EGNT,Newcastle,United Kingdom,4.0,34.0
2020-12-01,2020,12,December,2020-12,EGPD,Aberdeen,United Kingdom,28.0,270.0
2020-12-01,2020,12,December,2020-12,EGPF,Glasgow,United Kingdom,23.0,100.0
2020-12-01,2020,12,December,2020-12,EGPH,Edinburgh,United Kingdom,33.0,277.0
2020-12-01,2020,12,December,2020-12,EGSS,London - Stansted,United Kingdom,47.0,330.0
2020-12-01,2020,12,December,2020-12,EHAM,Amsterdam - Schiphol,Netherlands,197.0,1891.04
2020-12-01,2020,12,December,2020-12,EICK,Cork,Ireland,51.0,2337.0
2020-12-01,2020,12,December,2020-12,EIDW,Dublin,Ireland,38.0,768.0
2020-12-01,2020,12,December,2020-12,EKCH,Copenhagen - Kastrup,Denmark,76.0,501.12
2020-12-01,2020,12,December,2020-12,ELLX,Luxembourg,Luxembourg,31.0,6331.0
2020-12-01,2020,12,December,2020-12,ENGM,Oslo - Gardermoen,Norway,121.0,599.0
2020-12-01,2020,12,December,2020-12,EPWA,Warszawa - Chopina,Poland,41.0,396.67
2020-12-01,2020,12,December,2020-12,ESGG,Göteborg,Sweden,15.0,210.0
2020-12-01,2020,12,December,2020-12,ESSA,Stockholm - Arlanda,Sweden,61.0,331.24
2020-12-01,2020,12,December,2020-12,EVRA,Riga,Latvia,18.0,70.0
2020-12-01,2020,12,December,2020-12,EYVI,Vilnius,Lithuania,12.0,179.95
2020-12-01,2020,12,December,2020-12,GCFV,Fuerteventura,Spain,25.0,127.0
2020-12-01,2020,12,December,2020-12,GCLP,Gran Canaria,Spain,63.0,345.0
2020-12-01,2020,12,December,2020-12,GCRR,Lanzarote,Spain,23.0,11.0
2020-12-01,2020,12,December,2020-12,GCTS,Tenerife Sur - Reina Sofia,Spain,15.0,257.0
2020-12-01,2020,12,December,2020-12,GCXO,Tenerife North,Spain,52.0,285.0
2020-12-01,2020,12,December,2020-12,LBSF,Sofia,Bulgaria,21.0,382.0
2020-12-01,2020,12,December,2020-12,LDZA,Zagreb,Croatia,15.0,190.0
2020-12-01,2020,12,December,2020-12,LEAL,Alicante,Spain,16.0,208.0
2020-12-01,2020,12,December,2020-12,LEBB,Bilbao,Spain,9.0,125.0
2020-12-01,2020,12,December,2020-12,LEBL,Barcelona,Spain,91.0,585.0
2020-12-01,2020,12,December,2020-12,LEIB,Ibiza,Spain,18.0,38.0
2020-12-01,2020,12,December,2020-12,LEMD,Madrid - Barajas,Spain,159.0,1309.0
2020-12-01,2020,12,December,2020-12,LEMG,Málaga,Spain,31.0,251.03
2020-12-01,2020,12,December,2020-12,LEPA,Palma de Mallorca,Spain,47.0,292.0
2020-12-01,2020,12,December,2020-12,LEVC,Valencia,Spain,24.0,196.0
2020-12-01,2020,12,December,2020-12,LEZL,Sevilla,Spain,20.0,149.0
2020-12-01,2020,12,December,2020-12,LFBO,Toulouse-Blagnac,France,36.0,198.0
2020-12-01,2020,12,December,2020-12,LFLL,Lyon-Saint-Exupéry,France,22.0,160.0
2020-12-01,2020,12,December,2020-12,LFML,Marseille-Provence,France,41.0,332.0
2020-12-01,2020,12,December,2020-12,LFMN,Nice-Côte d’Azur,France,43.0,178.0
2020-12-01,2020,12,December,2020-12,LFPG,Paris - Charles-de-Gaulle,France,170.0,2455.0
2020-12-01,2020,12,December,2020-12,LFPO,Paris - Orly,France,46.0,352.0
2020-12-01,2020,12,December,2020-12,LFSB,Bâle-Mulhouse,France,42.0,344.0
2020-12-01,2020,12,December,2020-12,LGAV,Athens,Greece,67.0,618.43
2020-12-01,2020,12,December,2020-12,LHBP,Budapest - Ferihegy,Hungary,20.0,517.15
2020-12-01,2020,12,December,2020-12,LICC,Catania,Italy,13.0,107.0
2020-12-01,2020,12,December,2020-12,LIMC,Milan - Malpensa,Italy,69.0,814.51
2020-12-01,2020,12,December,2020-12,LIME,Bergamo,Italy,13.0,228.0
2020-12-01,2020,12,December,2020-12,LIMF,Torino Caselle,Italy,7.0,66.0
2020-12-01,2020,12,December,2020-12,LIML,Milan - Linate,Italy,24.0,91.0
2020-12-01,2020,12,December,2020-12,LIPZ,Venice,Italy,15.0,144.0
2020-12-01,2020,12,December,2020-12,LIRF,Rome - Fiumicino,Italy,55.0,580.0
2020-12-01,2020,12,December,2020-12,LIRN,Naples,Italy,7.0,51.0
2020-12-01,2020,12,December,2020-12,LJLJ,Ljubljana,Slovenia,10.0,367.93
2020-12-01,2020,12,December,2020-12,LKPR,Prague,Czech Republic,28.0,305.0
2020-12-01,2020,12,December,2020-12,LMML,Malta,Malta,54.0,23.0
2020-12-01,2020,12,December,2020-12,LOWW,Vienna,Austria,37.0,343.0
2020-12-01,2020,12,December,2020-12,LPFR,Faro,Portugal,10.0,72.03
2020-12-01,2020,12,December,2020-12,LPPR,Porto,Portugal,29.0,73.15
2020-12-01,2020,12,December,2020-12,LPPT,Lisbon,Portugal,55.0,249.77
2020-12-01,2020,12,December,2020-12,LROP,Bucharest - Otopeni,Romania,20.0,229.0
2020-12-01,2020,12,December,2020-12,LSGG,Geneva,Switzerland,44.0,263.91
2020-12-01,2020,12,December,2020-12,LSZH,Zürich,Switzerland,53.0,726.95
2020-12-01,2020,12,December,2020-12,LZIB,Bratislava,Slovakia,13.0,69.0
2020-12-02,2020,12,December,2020-12,EBBR,Brussels,Belgium,84.0,1603.0
2020-12-02,2020,12,December,2020-12,EBCI,Brussels - Charleroi,Belgium,8.0,19.0
2020-12-02,2020,12,December,2020-12,EDDB,Berlin - Brandenburg,Germany,67.0,508.14
2020-12-02,2020,12,December,2020-12,EDDE,Erfurt,Germany,9.0,160.0
2020-12-02,2020,12,December,2020-12,EDDF,Frankfurt,Germany,195.0,4874.37
2020-12-02,2020,12,December,2020-12,EDDG,Muenster-Osnabrueck,Germany,7.0,61.0
2020-12-02,2020,12,December,2020-12,EDDH,Hamburg,Germany,49.0,422.23
2020-12-02,2020,12,December,2020-12,EDDK,Cologne-Bonn,Germany,129.0,1550.14
2020-12-02,2020,12,December,2020-12,EDDL,Dusseldorf,Germany,55.0,416.5
2020-12-02,2020,12,December,2020-12,EDDM,Munich,Germany,87.0,878.0
2020-12-02,2020,12,December,2020-12,EDDN,Nuremberg,Germany,23.0,338.54
2020-12-02,2020,12,December,2020-12,EDDP,Leipzig-Halle,Germany,124.0,2550.23
2020-12-02,2020,12,December,2020-12,EDDR,Saarbruecken,Germany,4.0,0.0
2020-12-02,2020,12,December,2020-12,EDDS,Stuttgart,Germany,31.0,197.0
2020-12-02,2020,12,December,2020-12,EDDW,Bremen,Germany,27.0,32.26
2020-12-02,2020,12,December,2020-12,EETN,Tallinn,Estonia,22.0,170.0
2020-12-02,2020,12,December,2020-12,EFHK,Helsinki - Vantaa,Finland,75.0,1204.97
2020-12-02,2020,12,December,2020-12,EGBB,Birmingham,United Kingdom,28.0,160.0
2020-12-02,2020,12,December,2020-12,EGCC,Manchester,United Kingdom,34.0,248.0
2020-12-02,2020,12,December,2020-12,EGGD,Bristol,United Kingdom,14.0,144.0
2020-12-02,2020,12,December,2020-12,EGGW,London - Luton,United Kingdom,33.0,107.0
2020-12-02,2020,12,December,2020-12,EGKK,London - Gatwick,United Kingdom,16.0,121.0
2020-12-02,2020,12,December,2020-12,EGLC,London - City,United Kingdom,4.0,6.0
2020-12-02,2020,12,December,2020-12,EGLL,London - Heathrow,United Kingdom,157.0,1522.0
2020-12-02,2020,12,December,2020-12,EGNT,Newcastle,United Kingdom,4.0,13.0
2020-12-02,2020,12,December,2020-12,EGPD,Aberdeen,United Kingdom,33.0,312.0
2020-12-02,2020,12,December,2020-12,EGPF,Glasgow,United Kingdom,26.0,402.0
2020-12-02,2020,12,December,2020-12,EGPH,Edinburgh,United Kingdom,21.0,298.0
2020-12-02,2020,12,December,2020-12,EGSS,London - Stansted,United Kingdom,70.0,1749.0
2020-12-02,2020,12,December,2020-12,EHAM,Amsterdam - Schiphol,Netherlands,215.0,6069.16
2020-12-02,2020,12,December,2020-12,EICK,Cork,Ireland,63.0,885.0
2020-12-02,2020,12,December,2020-12,EIDW,Dublin,Ireland,48.0,206.0
2020-12-02,2020,12,December,2020-12,EKCH,Copenhagen - Kastrup,Denmark,84.0,453.23
2020-12-02,2020,12,December,2020-12,ELLX,Luxembourg,Luxembourg,40.0,3179.0
2020-12-02,2020,12,December,2020-12,ENGM,Oslo - Gardermoen,Norway,112.0,556.0
2020-12-02,2020,12,December,2020-12,EPWA,Warszawa - Chopina,Poland,72.0,647.52
2020-12-02,2020,12,December,2020-12,ESGG,Göteborg,Sweden,15.0,102.0
2020-12-02,2020,12,December,2020-12,ESSA,Stockholm - Arlanda,Sweden,76.0,504.43
2020-12-02,2020,12,December,2020-12,EVRA,Riga,Latvia,29.0,104.0
2020-12-02,2020,12,December,2020-12,EYVI,Vilnius,Lithuania,14.0,150.0
2020-12-02,2020,12,December,2020-12,GCFV,Fuerteventura,Spain,26.0,221.0
2020-12-02,2020,12,December,2020-12,GCLP,Gran Canaria,Spain,71.0,485.0
2020-12-02,2020,12,December,2020-12,GCRR,Lanzarote,Spain,29.0,41.0
2020-12-02,2020,12,December,2020-12,GCTS,Tenerife Sur - Reina Sofia,Spain,19.0,73.0
2020-12-02,2020,12,December,2020-12,GCXO,Tenerife North,Spain,58.0,308.0
2020-12-02,2020,12,December,2020-12,LBSF,Sofia,Bulgaria,37.0,1199.0
2020-12-02,2020,12,December,2020-12,LDZA,Zagreb,Croatia,27.0,196.0
2020-12-02,2020,12,December,2020-12,LEAL,Alicante,Spain,18.0,255.0
2020-12-02,2020,12,December,2020-12,LEBB,Bilbao,Spain,7.0,5.0
2020-12-02,2020,12,December,2020-12,LEBL,Barcelona,Spain,86.0,729.0
2020-12-02,2020,12,December,2020-12,LEIB,Ibiza,Spain,18.0,131.0
2020-12-02,2020,12,December,2020-12,LEMD,Madrid - Barajas,Spain,178.0,1937.0
2020-12-02,2020,12,December,2020-12,LEMG,Málaga,Spain,31.0,414.0
2020-12-02,2020,12,December,2020-12,LEPA,Palma de Mallorca,Spain,55.0,267.0
2020-12-02,2020,12,December,2020-12,LEVC,Valencia,Spain,21.0,96.0
2020-12-02,2020,12,December,2020-12,LEZL,Sevilla,Spain,19.0,234.15
2020-12-02,2020,12,December,2020-12,LFBO,Toulouse-Blagnac,France,38.0,177.0
2020-12-02,2020,12,December,2020-12,LFLL,Lyon-Saint-Exupéry,France,51.0,310.0
2020-12-02,2020,12,December,2020-12,LFML,Marseille-Provence,France,47.0,416.0
2020-12-02,2020,12,December,2020-12,LFMN,Nice-Côte d’Azur,France,50.0,305.0
2020-12-02,2020,12,December,2020-12,LFPG,Paris - Charles-de-Gaulle,France,202.0,2884.0
2020-12-02,2020,12,December,2020-12,LFPO,Paris - Orly,France,54.0,638.0
2020-12-02,2020,12,December,2020-12,LFSB,Bâle-Mulhouse,France,20.0,132.0
2020-12-02,2020,12,December,2020-12,LGAV,Athens,Greece,79.0,736.29
2020-12-02,2020,12,December,2020-12,LHBP,Budapest - Ferihegy,Hungary,36.0,528.09
2020-12-02,2020,12,December,2020-12,LICC,Catania,Italy,17.0,401.0
2020-12-02,2020,12,December,2020-12,LIMC,Milan - Malpensa,Italy,71.0,1970.56
2020-12-02,2020,12,December,2020-12,LIME,Bergamo,Italy,22.0,723.0
2020-12-02,2020,12,December,2020-12,LIMF,Torino Caselle,Italy,11.0,137.0
2020-12-02,2020,12,December,2020-12,LIML,Milan - Linate,Italy,36.0,371.83
2020-12-02,2020,12,December,2020-12,LIPZ,Venice,Italy,16.0,538.0
2020-12-02,2020,12,December,2020-12,LIRF,Rome - Fiumicino,Italy,74.0,1011.0
2020-12-02,2020,12,December,2020-12,LIRN,Naples,Italy,7.0,147.0
2020-12-02,2020,12,December,2020-12,LJLJ,Ljubljana,Slovenia,10.0,652.27
2020-12-02,2020,12,December,2020-12,LKPR,Prague,Czech Republic,43.0,710.0
2020-12-02,2020,12,December,2020-12,LMML,Malta,Malta,43.0,236.0
2020-12-02,2020,12,December,2020-12,LOWW,Vienna,Austria,74.0,1324.0
2020-12-02,2020,12,December,2020-12,LPFR,Faro,Portugal,12.0,213.32
2020-12-02,2020,12,December,2020-12,LPPR,Porto,Portugal,29.0,80.0
2020-12-02,2020,12,December,2020-12,LPPT,Lisbon,Portugal,73.0,284.95
2020-12-02,2020,12,December,2020-12,LROP,Bucharest - Otopeni,Romania,45.0,378.0
2020-12-02,2020,12,December,2020-12,LSGG,Geneva,Switzerland,58.0,290.81
2020-12-02,2020,12,December,2020-12,LSZH,Zürich,Switzerland,77.0,495.26
2020-12-02,2020,12,December,2020-12,LZIB,Bratislava,Slovakia,9.0,103.0
2020-12-03,2020,12,December,2020-12,EBBR,Brussels,Belgium,103.0,2213.0
2020-12-03,2020,12,December,2020-12,EBCI,Brussels - Charleroi,Belgium,14.0,53.0
2020-12-03,2020,12,December,2020-12,EDDB,Berlin - Brandenburg,Germany,55.0,407.1
2020-12-03,2020,12,December,2020-12,EDDE,Erfurt,Germany,11.0,6.0
2020-12-03,2020,12,December,2020-12,EDDF,Frankfurt,Germany,198.0,6117.14
2020-12-03,2020,12,December,2020-12,EDDG,Muenster-Osnabrueck,Germany,12.0,112.0
2020-12-03,2020,12,December,2020-12,EDDH,Hamburg,Germany,40.0,415.92
2020-12-03,2020,12,December,2020-12,EDDK,Cologne-Bonn,Germany,113.0,1531.15
2020-12-03,2020,12,December,2020-12,EDDL,Dusseldorf,Germany,52.0,847.0
2020-12-03,2020,12,December,2020-12,EDDM,Munich,Germany,83.0,526.0
2020-12-03,2020,12,December,2020-12,EDDN,Nuremberg,Germany,21.0,633.0
